Do you want to come with me and your Dad to our annual cruise this year? ,mum,Left,Hell no. ,-5,,5,,,-50,,
Do you want to come with me and your Dad to our annual cruise this year? ,mum,Right,Is there an open bar? ,10,-3,,-3,,-50,,
"I know you're at the bar with your friends, but me and your dad just had a fight. Can I join you? ",mum,Left,"Yes, why not?",5,-5,3,,,-35,,
"I know you're at the bar with your friends, but me and your dad just had a fight. Can I join you? ",mum,Right,Hell no.,-3,-3,,,,-35,,
"So, we want to adopt an African baby.",mum,Left,I love black people,5,-10,3,0,,-35,,
"So, we want to adopt an African baby.",mum,Right,You're not Angelina Jolie,-3,0,0,0,,-35,,
::cough:: ::cough:: Wanna hit this joint? ,dad,Left,Obviously,5,,5,-3,,-50,,
::cough:: ::cough:: Wanna hit this joint? ,dad,Right,I'm calling rehab,5,,,,,-50,,
I have no idea how your partner ended up here...and naked? ,dad,Left,Kill both of them,-5,-5,-5,,,-40,,
I have no idea how your partner ended up here...and naked? ,dad,Right,Immediately go tell Mum,3,,,-3,,-40,,
So how do you feel about checking out this new swinger club? ,lover,Left,Let me buy a new outfit,5,-3,10,-3,,25,,
So how do you feel about checking out this new swinger club? ,lover,Right,I'm not enough for you? ,-10,,-5,,,25,,
"I know my job pays well, but I really want to quit and become a stunt double.",lover,Left,"FOLLOW YOUR DREAMS, BABY",5,-5,3,,,30,,
"I know my job pays well, but I really want to quit and become a stunt double.",lover,Right,You're a loser. Bye. ,-5,-3,,,,30,,
I've become a very strict vegan. ,lover,Left,Cool. Good luck. ,-5,,,,,-100,,
I've become a very strict vegan. ,lover,Right,Go and buy more tofu.,5,,-3,-3,,-100,,
"I know you already have plans with your partner, but I really need to see you. ",lover,Left,Meet with the lover,3,,5,-3,,-100,,
"I know you already have plans with your partner, but I really need to see you. ",lover,Right,Keep plans with partner,10,,3,,,-100,,
"Babe, I'm really falling for you. Can we be exclusive? ",lover,Left,"Sure, the sex is better",,,,,,25,,
"Babe, I'm really falling for you. Can we be exclusive? ",lover,Right,Don't ruin a good thing,5,-3,10,-5,,25,,
Ummm….so I just got back from the doctor and it turns out that I have chlamydia,lover,Left,"Fuck you, you fithly pig",-5,,,-5,,-100,,
Ummm….so I just got back from the doctor and it turns out that I have chlamydia,lover,Right,"Oh yeah, about that...",-5,,3,-5,,-100,,
Bow wow ,dog,Left,Take the dog for a walk,,,,3,,-100,,
Bow wow ,dog,Right,Give the dog food,,-3,,,,-100,,
Ouch! The dog just bit me again. ,kid,Left,Get rid of dog,-3,3,-3,-3,,-100,,
Ouch! The dog just bit me again. ,kid,Right,Get rid of child,-3,5,10,3,,-100,,
Want to hear a joke? ,kid,Left,"Get out of here, kid",,,,,,35,,
Want to hear a joke? ,kid,Right,Your face is a joke ,,,,,,35,,
::crying:: The nurse at school says I have lice,kid,Left,We're shaving your head,-3,,3,3,,35,,
::crying:: The nurse at school says I have lice,kid,Right,You're going to your grandmother's,-5,,5,,,35,,
::poop::,dog,Left,You clean it up,,,,3,,-100,,
::poop::,dog,Right,You leave it,,,3,-3,,-100,,
I think we should go and have a fuck right now.,lover,Left,Let's do it.,3,0,-5,0,,25,,
I think we should go and have a fuck right now.,lover,Right,My parents are here.,-3,0,0,0,,25,,
"The kids at school keep saying MILF, what does that mean? ",kid,Left,Your mom's a MILF,5,,3,,,35,,
"The kids at school keep saying MILF, what does that mean? ",kid,Right,Mom is less fat,-3,,3,,,35,,
What's that sound coming out of your bedroom at night? ,kid,Left,Wrestling competition,,,5,-3,,35,,
What's that sound coming out of your bedroom at night? ,kid,Right,That's the sound of love,,,5,,,35,,
Can we watch Teletubbies again? ,kid,Left,Let me get another drink ,5,-3,,-3,,35,,
Can we watch Teletubbies again? ,kid,Right,You are not my child,-5,,,,,35,,
Will you take me to the Justin Beiber concert? ,kid,Left,I'm a Belieber,5,-5,-5,-5,,40,,
Will you take me to the Justin Beiber concert? ,kid,Right,Sorry,-3,,3,3,,40,,
Should we watch the sunset?,lover,Right,"Sure, my love.",5,0,3,0,,-100,,
Should we watch the sunset?,lover,Left,While we have anal?,-3,0,5,-3,,-100,,
Where we go on vacation?,lover,Left,Paris,5,-3,3,0,,-100,,
Where we go on vacation?,lover,Right,Kenya,3,-5,5,-3,,-100,,
I pooped 5.000$,dog,Left,Go away!,-3,0,0,0,,-100,,
I pooped 5.000$,dog,Right,Did it hurt?,3,5,0,0,,-100,,
I'm your father,boss,Left,Daddy!,5,0,0,0,,-100,,
I'm your father,boss,Right,I want a salary raise,0,5,0,0,,-100,,
I'm diying. Last dance?,smoky granny,Left,Are you high?,-3,0,0,0,,-45,,
I'm diying. Last dance?,smoky granny,Right,"Sure, Grandma!",5,0,3,0,,-45,,
What's that white thing over your face?,sex friends,Left,Cream?,-3,0,0,0,,-100,,
What's that white thing over your face?,sex friends,Right,It's yours.,3,0,3,0,,-100,,
Does this dress make me look fat?,lover,Right,"yes, you are gorgeous",5,0,3,0,,-100,,
Does this dress make me look fat?,lover,Left,A bigger size'd be great,-5,0,-5,-10,Yes,-100,,
Shall we have a kid or get married first?,lover,Right,I will call my ex,-5,10,3,0,,30,,
Shall we have a kid or get married first?,lover,Left,both at the same time,5,-5,0,0,,30,,
"When you look at the dark side, careful you must be... for the dark side looks back",smoky granny,Right,Not again granny,-3,0,0,0,,-100,,
"When you look at the dark side, careful you must be... for the dark side looks back",smoky granny,Left,Yes you are the master,10,3,3,0,,-100,,
Let's have fun and make a threesome,lover,Left,About time,5,0,5,3,,25,,
Let's have fun and make a threesome,lover,Right,I will play with myself,0,0,-3,-3,,25,,
Star Trek or Star Wars?,dog,Right,May the force be with you,0,0,5,0,,-100,,
Star Trek or Star Wars?,dog,Left,Star Trek!,0,5,0,0,,-100,,
Let's go find some bitches,dog,Left,I will castrate you,-5,-3,-5,0,,-100,,
Let's go find some bitches,dog,Right,Yes!,3,0,3,0,,-100,,
Messi or Ronaldo?,lover,Right,Messi,5,5,5,5,,-100,,
Messi or Ronaldo?,lover,Left,Ronaldo,-5,-5,-5,-5,,-100,,
Do you want to spend the summer with us?,mum,Left,Yeah... No!,-5,-3,5,0,,-50,,
Do you want to spend the summer with us?,mum,Right,"Sure, I have no money",5,3,-5,-3,,-50,,
I am in love with your partner,dad,Left,Me too,10,0,-3,-3,,-100,,
I am in love with your partner,dad,Right,I'm moving do Alaska,5,-3,3,-5,,-100,,
I am making you CEO of my million dollar company,dad,Left,I don't want to work,-3,-3,3,0,,-50,,
I am making you CEO of my million dollar company,dad,Right,Yes! 💰,5,5,-3,-3,,-50,,
I've discovered that my partner has been using tinder. What shall I do?,lover,Right,swipe left,5,0,5,3,,-100,,
I've discovered that my partner has been using tinder. What shall I do?,lover,Left,swipe right,5,3,5,0,,-100,,
Cocaine or MDMA?,smoky granny,Right,Why not both?,0,-3,5,-5,,-45,,
Cocaine or MDMA?,smoky granny,Left,not again granny,-3,-5,-10,5,,-45,,
I am getting a boob job,smoky granny,Right,Yes you are the master,5,-10,5,-5,,-45,,
I am getting a boob job,smoky granny,Left,Not again granny,-3,3,-3,0,,-45,,
Adopt a kid from Cambodia,kid,Right,No way,-3,5,5,0,,-40,,
Adopt a kid from Cambodia,kid,Left,Let's do this,5,-5,-5,0,,-40,,
Buy your partner a dog for Christmas,lover,Left,Best. Present. Ever.,5,-5,10,0,,-100,,
Buy your partner a dog for Christmas,lover,Right,Such a bad idea.,-3,3,-5,0,,-100,,
Your cousin wants a threesome with your sister,sex friends,Left,Sounds good,10,0,-10,0,,-40,,
Your cousin wants a threesome with your sister,sex friends,Right,Not again,-5,0,0,0,,-40,,
Join the army despite mum saying no,mum,Left,I will serve my country,-5,5,-10,10,,-40,,
Join the army despite mum saying no,mum,Right,No army for me,3,0,0,0,,-40,,
